"Country Name","Country Code","Indicator Name","Indicator Code","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Albania","ALB","Females as a share of public paid employees by occupation (Technicians)","BI.PWK.PUBS.TN.FE.ZS","","","0.665448486804962","","","0.722326993942261","","","","","","","","","","","",
"Albania","ALB","Females, as a share of private paid employee by wage quintile (Quintile 1)","BI.PWK.PRVS.FE.Q1.ZS","","","0.47832003235817","","","0.44844514131546","","","0.419942587614059","","","","0.465977191925049","","","","",
"Albania","ALB","Females, as a share of private paid employee by wage quintile (Quintile 2)","BI.PWK.PRVS.FE.Q2.ZS","","","0.342122822999954","","","0.381322294473648","","","0.367151468992233","","","","0.339362025260925","","","","",
"Albania","ALB","Females, as a share of private paid employee by wage quintile (Quintile 4)","BI.PWK.PRVS.FE.Q4.ZS","","","0.0932937115430832","","","0.064941942691803","","","0.205892041325569","","","","0.213199287652969","","","","",
"Albania","ALB","Females, as a share of private paid employee by wage quintile (Quintile 5)","BI.PWK.PRVS.FE.Q5.ZS","","","0.100498057901859","","","0.0870656296610832","","","0.240348532795906","","","","0.196343258023262","","","","",
"Albania","ALB","Females, as a share of public paid employee by wage quintile (Quintile 1)","BI.PWK.PUBS.FE.Q1.ZS","","","0.638726830482483","","","0.583248198032379","","","0.527775704860687","","","","0.486613363027573","","","","",
"Albania","ALB","Females, as a share of public paid employee by wage quintile (Quintile 2)","BI.PWK.PUBS.FE.Q2.ZS","","","0.586448848247528","","","0.593653380870819","","","0.601257681846619","","","","0.556336760520935","","","","",
"Albania","ALB","Females, as a share of public paid employee by wage quintile (Quintile 3)","BI.PWK.PUBS.FE.Q3.ZS","","","0.431181043386459","","","0.502582609653473","","","0.422709107398987","","","","0.456733524799347","","","","",
"Albania","ALB","Females, as a share of public paid employee by wage quintile (Quintile 4)","BI.PWK.PUBS.FE.Q4.ZS","","","0.213287591934204","","","0.251091033220291","","","0.42605048418045","","","","0.527607440948486","","","","",
"Albania","ALB","Females, as a share of public paid employee by wage quintile (Quintile 5)","BI.PWK.PUBS.FE.Q5.ZS","","","0.260852009057999","","","0.269145518541336","","","0.28793740272522","","","","0.332417875528336","","","","",
"Albania","ALB","Females, as a share of public paid employees","BI.PWK.PUBS.FE.ZS","","","0.426317632198334","","","0.440841615200043","","","0.457126885652542","","","","0.462930589914322","","","","",
"Albania","ALB","Individuals with no education as a share of private paid employees","BI.PWK.PRVS.NN.ZS","","","0.00909556075930595","","","0","","","0","","","","","","","","",
"Albania","ALB","Individuals with no education as a share of public paid employees","BI.PWK.PUBS.NN.ZS","","","0.0058465083129704","","","0","","","0","","","","","","","","",
"Albania","ALB","Individuals with primary education as a share of private paid employees","BI.PWK.PRVS.PR.ZS","","","0.457274377346039","","","0.474111050367355","","","0.422990083694458","","","","","","","","",
"Albania","ALB","Individuals with primary education as a share of public paid employees","BI.PWK.PUBS.PR.ZS","","","0.123297907412052","","","0.122465051710606","","","0.147371232509613","","","","","","","","",
"Albania","ALB","Individuals with secondary education as a share of private paid employees","BI.PWK.PRVS.SG.ZS","","","0.443429827690125","","","0.452399373054504","","","0.428041130304337","","","","","","","","",
"Albania","ALB","Individuals with secondary education as a share of public paid employees","BI.PWK.PUBS.SG.ZS","","","0.459543317556381","","","0.464815616607666","","","0.416419476270676","","","","","","","","",
"Albania","ALB","Individuals with tertiary education as a share of private paid employees","BI.PWK.PRVS.TT.ZS","","","0.0902002081274986","","","0.0734895914793015","","","0.148968786001205","","","","","","","","",
"Albania","ALB","Individuals with tertiary education as a share of public paid employees","BI.PWK.PUBS.TT.ZS","","","0.411312252283096","","","0.412719339132309","","","0.436209291219711","","","","","","","","",
"Albania","ALB","Mean age of private paid employees","BI.PWK.AGES.PV.SM","","","37.717960357666","","","38.3172721862793","","","38.3481063842773","","","","39.8632469177246","","","","",
"Albania","ALB","Mean age of public paid employees","BI.PWK.AGES.PB.SM","","","41.3096351623535","","","42.7696075439453","","","44.3738479614258","","","","44.5131301879883","","","","",
"Albania","ALB","Median age of private paid employees","BI.PWK.AGES.PV.MD","","","39","","","39","","","39","","","","40","","","","",
"Albania","ALB","Median age of public paid employees","BI.PWK.AGES.PB.MD","","","42","","","44","","","46","","","","45","","","","",
"Albania","ALB","Number of employed individuals","BI.EMP.TOTL.NO","","","5472","","","5552","","","5044","","","","6083","","","","",
"Albania","ALB","Number of paid employees","BI.PWK.TOTL.NO","","","2090","","","2454","","","2324","","","","3310","","","","",
"Albania","ALB","Number of public paid employees","BI.PWK.PUBS.NO","","","947","","","1045","","","890","","","","1270","","","","",
"Albania","ALB","Pay compression ratio in private sector","BI.WAG.CPRS.PV.ZS","","","3.64710140228271","","","5","","","4.34500026702881","","","","3.59999966621399","","","","",
"Albania","ALB","Pay compression ratio in public sector","BI.WAG.CPRS.PB.ZS","","","3.28097701072693","","","2.91666674613953","","","2.79999971389771","","","","2.60000014305115","","","","",
"Albania","ALB","Proportion of total employees with tertiary education working in public sector","BI.EMP.TOTL.PB.TT.ZS","","","0.663246214389801","","","0.647473633289337","","","0.539928138256073","","","","0.54644912481308","","","","",
"Albania","ALB","Public sector employment as a share of formal employment","BI.EMP.FRML.PB.ZS","","","0.652556836605072","","","0.617331266403198","","","0.51286256313324","","","","0.486276715993881","","","","",
"Albania","ALB","Public sector employment as a share of paid employment","BI.EMP.PWRK.PB.ZS","","","0.42170774936676","","","0.393197238445282","","","0.365752756595612","","","","0.356609404087067","","","","",
"Albania","ALB","Public sector employment as a share of paid employment by gender (Female)","BI.EMP.PWRK.PB.FE.ZS","","","0.559123873710632","","","0.560222446918488","","","0.46352431178093","","","","0.45990988612175","","","","",
"Albania","ALB","Public sector employment as a share of paid employment by gender (Male)","BI.EMP.PWRK.PB.MA.ZS","","","0.356582224369049","","","0.318364202976227","","","0.310587853193283","","","","0.298766851425171","","","","",
"Albania","ALB","Public sector employment as a share of paid employment by location (Rural)","BI.EMP.PWRK.PB.RU.ZS","","","0.423418968915939","","","0.339144259691238","","","0.3071169257164","","","","0.285352289676666","","","","",
"Albania","ALB","Public sector employment as a share of paid employment by location (Urban)","BI.EMP.PWRK.PB.UR.ZS","","","0.420905560255051","","","0.424746513366699","","","0.387176662683487","","","","0.379409551620483","","","","",
"Albania","ALB","Public sector employment as a share of total employment","BI.EMP.TOTL.PB.ZS","","","0.141039058566093","","","0.155805990099907","","","0.163454204797745","","","","0.199576258659363","","","","",
"Albania","ALB","Public sector employment as a share of total employment by gender (Female)","BI.EMP.TOTL.PB.FE.ZS","","","0.137308523058891","","","0.162915349006653","","","0.172011852264404","","","","0.275397896766663","","","","",
"Albania","ALB","Public sector employment as a share of total employment by gender (Male)","BI.EMP.TOTL.PB.MA.ZS","","","0.143945306539536","","","0.150623843073845","","","0.156882062554359","","","","0.161298379302025","","","","",
"Albania","ALB","Public sector employment as a share of total employment by location (Rural)","BI.EMP.TOTL.PB.RU.ZS","","","0.0647642612457275","","","0.0779910013079643","","","0.065488412976265","","","","0.0871025323867798","","","","",
"Albania","ALB","Public sector employment as a share of total employment by location (Urban)","BI.EMP.TOTL.PB.UR.ZS","","","0.317215323448181","","","0.291220337152481","","","0.288559556007385","","","","0.289553165435791","","","","",
"Albania","ALB","Public sector wage premium (compared to all private employees)","BI.WAG.PREM.PB.GP","","","-0.170569613575935","","","-0.180938675999641","","","-0.00423427997156978","","","","0.0106962006539106","","","","",
"Albania","ALB","Public sector wage premium (compared to formal wage employees)","BI.WAG.PREM.PB","","","-0.158897414803505","","","-0.301936328411102","","","-0.045874334871769","","","","-0.0329950377345085","","","","",
"Albania","ALB","Public sector wage premium by education level: No education (compared to formal wage employees)","BI.WAG.PREM.PB.NN","","","-1.02090919017792","","","-0.349681347608566","","","-0.11748381704092","","","","-0.230108737945557","","","","",
"Albania","ALB","Public sector wage premium by education level: Primary education (compared to formal wage employees)","BI.WAG.PREM.PB.PR","","","-0.234499990940094","","","-0.349681347608566","","","-0.11748381704092","","","","-0.230108737945557","","","","",
"Albania","ALB","Public sector wage premium by education level: Secondary education (compared to formal wage employees)","BI.WAG.PREM.PB.SG","","","-0.0290938783437014","","","-0.329596877098084","","","-0.0994669049978256","","","","-0.204748660326004","","","","",
"Albania","ALB","Public sector wage premium by education level: Tertiary education (compared to formal wage employees)","BI.WAG.PREM.PB.TT","","","-0.380083650350571","","","-0.349681347608566","","","-0.11748381704092","","","","-0.230108737945557","","","","",
"Albania","ALB","Public sector wage premium by occupation (Clerks) (compared to formal wage employees)","BI.WAG.PREM.PB.CK","","","-0.0601091980934143","","","-0.367155820131302","","","","","","","","","","","",
"Albania","ALB","Public sector wage premium by occupation (Elementary occupation) (compared to formal wage employees)","BI.WAG.PREM.PB.EO","","","-0.244244173169136","","","0.0486869141459465","","","","","","","","","","","",
"Albania","ALB","Public sector wage premium by occupation (Professionals) (compared to formal wage employees)","BI.WAG.PREM.PB.PN","","","-0.360604107379913","","","-0.553143322467804","","","","","","","","","","","",
"Albania","ALB","Public sector wage premium by occupation (Senior officials) (compared to formal wage employees)","BI.WAG.PREM.PB.SN","","","-0.254489809274673","","","-0.467219859361649","","","","","","","","","","","",
"Albania","ALB","Public sector wage premium by occupation (Technicians) (compared to formal wage employees)","BI.WAG.PREM.PB.TN","","","0.00845451280474663","","","-0.331854432821274","","","","","","","","","","","",
"Albania","ALB","Public sector wage premiums by gender (Female) (compared to all private employees) (%)","BI.WAG.PREM.PB.FE","","","-0.0344990231096745","","","0.0124603090807796","","","-0.0051930365152657","","","","0.117430612444878","","","","",
"Albania","ALB","Public sector wage premiums by gender (Male) (compared to all private employees) (%)","BI.WAG.PREM.PB.MA","","","-0.242552578449249","","","-0.278946548700333","","","-0.00358572928234935","","","","-0.0625278204679489","","","","",
"Albania","ALB","Relative wage of Professionals in private sector (using clerk as reference)","BI.WAG.PRVS.PN","","","1.7891126871109","","","1.70343554019928","","","","","","","","","","","",
"Albania","ALB","Relative wage of Professionals in public sector (using clerk as reference)","BI.WAG.PUBS.PN","","","1.47741603851318","","","1.53498244285583","","","","","","","","","","","",
"Albania","ALB","Relative wage of Senior officials in private sector (using clerk as reference)","BI.WAG.PRVS.SN","","","2.00755715370178","","","1.84170854091644","","","","","","","","","","","",
"Albania","ALB","Relative wage of Senior officials in public sector (using clerk as reference)","BI.WAG.PUBS.SN","","","2.31951546669006","","","2.22401094436646","","","","","","","","","","","",
"Albania","ALB","Relative wage of Technicians in private sector  (using clerk as reference)","BI.WAG.PRVS.TN","","","1.02835404872894","","","1.02808511257172","","","","","","","","","","","",
"Albania","ALB","Relative wage of Technicians in public sector (using clerk as reference)","BI.WAG.PUBS.TN","","","1.15092027187347","","","1.07586467266083","","","","","","","","","","","",
"Albania","ALB","Rural resident as a share of public paid employees","BI.PWK.PUBS.RU.ZS","","","0.320454359054565","","","0.317890882492065","","","0.224698841571808","","","","0.193969652056694","","","","",
"Albania","ALB","Rural residents as a share of private paid employees","BI.PWK.PRVS.RU.ZS","","","0.31821483373642","","","","","","0.29233855009079","","","","0.269254237413406","","","","",
"Albania","ALB","Sample size","BI.POP.TOTL.CV","","","11823","","","12307","","","11641","","","","20435","","","","",
"Albania","ALB","Share of private paid employees with a contract","BI.PWK.PRVS.CT.ZS","","","","","","","","","","","","","","","","","",
"Albania","ALB","Share of private paid employees with health insurance","BI.PWK.PRVS.HS.ZS","","","","","","","","","","","","","","","","","",
"Albania","ALB","Share of private paid employees with social security","BI.PWK.PRVS.SY.ZS","","","0.365895569324493","","","0.372844099998474","","","0.520743727684021","","","","0.56712806224823","","","","",
"Albania","ALB","Share of private paid employees with union membership","BI.PWK.PRVS.UM.ZS","","","","","","","","","","","","","","","","","",
"Albania","ALB","Share of public paid employees with a contract","BI.PWK.PUBS.CT.ZS","","","","","","","","","","","","","","","","","",
"Albania","ALB","Share of public paid employees with health insurance","BI.PWK.PUBS.HS.ZS","","","","","","","","","","","","","","","","","",
"Albania","ALB","Share of public paid employees with social security","BI.PWK.PUBS.SY.ZS","","","0.942383289337158","","","0.9282386302948","","","0.950702130794525","","","","0.968539416790009","","","","",
"Albania","ALB","Share of public paid employees with union membership","BI.PWK.PUBS.UM.ZS","","","","","","","","","","","","","","","","","",
"Albania","ALB","Wage bill as a percentage of GDP","BI.WAG.TOTL.GD.ZS","","","","","","","","","","","","","5.199371","","","","",
"Albania","ALB","Wage bill as a percentage of Public Expenditure","BI.WAG.TOTL.PB.ZS","","","","","","","","","","","","","18.45516","","","","",
"Angola","AGO","Female to male wage ratio in the private sector (using mean)","BI.WAG.PRVS.FM.SM","","","","","","","","","","","","","","","","","",
"Angola","AGO","Female to male wage ratio in the private sector (using median)","BI.WAG.PRVS.FM.MD","","","","","","","","","","","","","","","","","",
"Angola","AGO","Female to male wage ratio in the public sector (using mean)","BI.WAG.PUBS.FM.SM","","","","","","","","","","","","","","","","","",
